gss_code,gss_name,year,population,births,deaths,int_in,int_out,int_net,dom_in,dom_out,dom_net,total_change
E09000015,Harrow,2018,249493.978,3655,1584,4782.774,1740.599,3042.175,15919.015,19954.999,-4035.984,1077.191
E09000015,Harrow,2019,251685.496,3393.914,1569.775,4602.804,1962.66,2640.145,14221.039,16493.805,-2272.767,2191.518
E09000015,Harrow,2020,253796.85,3397.771,1645.341,4602.804,1970.608,2632.197,14274.939,16548.211,-2273.273,2111.354
E09000015,Harrow,2021,255813.864,3375.71,1654.953,4602.804,1978.813,2623.992,14311.243,16638.978,-2327.734,2017.014
E09000015,Harrow,2022,257734.366,3357.207,1664.265,4602.804,1986.318,2616.487,14337.411,16726.339,-2388.928,1920.501
E09000015,Harrow,2023,259576.243,3352.689,1674.586,4602.804,1991.747,2611.058,14370.313,16817.596,-2447.283,1841.877
E09000015,Harrow,2024,261367.728,3363.997,1688.115,4602.804,1997.756,2605.049,14416.93,16906.376,-2489.446,1791.485
E09000015,Harrow,2025,263115.75,3377.507,1703.879,4602.804,2005.683,2597.121,14483.382,17006.11,-2522.728,1748.022
E09000015,Harrow,2026,264861.669,3393.963,1716.677,4602.804,2012.581,2590.223,14560.494,17082.085,-2521.591,1745.919
E09000015,Harrow,2027,266570.607,3412.218,1731.517,4602.804,2022.901,2579.903,14643.846,17195.512,-2551.666,1708.938
E09000015,Harrow,2028,268272.061,3432.792,1747.545,4602.804,2033.479,2569.326,14734.534,17287.653,-2553.119,1701.454
E09000015,Harrow,2029,269948.767,3456.266,1767.744,4602.804,2046.389,2556.415,14821.579,17389.81,-2568.231,1676.707
E09000015,Harrow,2030,271618.275,3483.088,1787.966,4602.804,2057.488,2545.316,14913.637,17484.568,-2570.931,1669.508
E09000015,Harrow,2031,273292.508,3511.935,1803.847,4602.804,2069.681,2533.123,14989.789,17556.767,-2566.978,1674.233
E09000015,Harrow,2032,274965.238,3542.675,1824.786,4602.804,2080.299,2522.505,15068.514,17636.177,-2567.663,1672.73
E09000015,Harrow,2033,276622.832,3576.52,1850.028,4602.804,2090.248,2512.556,15148.205,17729.659,-2581.455,1657.593
E09000015,Harrow,2034,278272.816,3611.69,1877.666,4602.804,2100.76,2502.044,15218.466,17804.55,-2586.084,1649.984
E09000015,Harrow,2035,279877.876,3647.67,1900.687,4602.804,2109.885,2492.919,15277.677,17912.519,-2634.842,1605.06
E09000015,Harrow,2036,281448.551,3685.127,1926.113,4602.804,2118.965,2483.84,15333.111,18005.289,-2672.178,1570.675
E09000015,Harrow,2037,282987.157,3722.811,1954.083,4602.804,2126.785,2476.02,15387.025,18093.168,-2706.143,1538.606
E09000015,Harrow,2038,284534.544,3760.132,1978.099,4602.804,2133.629,2469.176,15442.323,18146.145,-2703.822,1547.387
E09000015,Harrow,2039,286074.344,3794.388,1998.505,4602.804,2138.719,2464.086,15496.316,18216.484,-2720.168,1539.8
E09000015,Harrow,2040,287603.829,3821.884,2017.13,4602.804,2143.473,2459.331,15549.509,18284.109,-2734.6,1529.485
E09000015,Harrow,2041,289128.427,3843.575,2035.315,4602.804,2147.627,2455.178,15611.17,18350.011,-2738.841,1524.597
E09000015,Harrow,2042,290636.159,3860.81,2054.449,4602.804,2152.204,2450.6,15669.202,18418.431,-2749.229,1507.733
E09000015,Harrow,2043,292117.337,3873.632,2072.168,4602.804,2156.75,2446.054,15720.168,18486.508,-2766.341,1481.177
E09000015,Harrow,2044,293560.647,3879.556,2090.04,4602.804,2161.293,2441.511,15767.471,18555.188,-2787.717,1443.31
E09000015,Harrow,2045,294961.328,3883.275,2111.142,4602.804,2165.87,2436.934,15811.884,18620.27,-2808.386,1400.681
E09000015,Harrow,2046,296318.888,3885.328,2132.036,4602.804,2170.337,2432.468,15854.798,18682.998,-2828.2,1357.56
E09000015,Harrow,2047,297637.05,3885.912,2149.873,4602.804,2175.002,2427.803,15897.133,18742.812,-2845.679,1318.162
E09000015,Harrow,2048,298913.431,3885.735,2167.919,4602.804,2179.504,2423.301,15937.991,18802.727,-2864.736,1276.381
E09000015,Harrow,2049,300147.474,3885.464,2187.19,4602.804,2184.411,2418.393,15978.695,18861.319,-2882.624,1234.043
E09000015,Harrow,2050,301339.912,3885.412,2207.008,4602.804,2189.267,2413.537,16019.287,18918.789,-2899.503,1192.438
E09000016,Havering,2011,237823.833,2851,2127,1350.729,712.896,637.833,9424.522,8794.656,629.866,1991.699
E09000016,Havering,2012,238864.178,2933,2176,733,1240.655,-507.655,10381.763,9598.107,783.656,1033.001
E09000016,Havering,2013,241117.311,2926,2335,871.882,699.75,172.133,10929.989,9460,1469.989,2233.122
E09000016,Havering,2014,244832.556,3088,2111,1350.032,856.787,493.245,12515.006,10271.001,2244.004,3714.249
E09000016,Havering,2015,248047.622,3138,2353,1670.809,961.742,709.066,12350.018,10640,1710.018,3204.084
E09000016,Havering,2016,251438.495,3447,2286,1851.631,1324.758,526.873,12340.015,10636.999,1703.015,3390.888
E09000016,Havering,2017,254021.395,3393,2403,1806.36,1145.459,660.901,13712.007,12790.002,922.005,2572.906
E09000016,Havering,2018,255803.644,3338,2476,1915.686,931.438,984.248,13735.01,13832.002,-96.993,1749.256
E09000016,Havering,2019,258333.073,3425.513,2546.025,1355.013,933.466,421.547,12100.487,10872.093,1228.394,2529.429
E09000016,Havering,2020,260831.74,3456.594,2606.453,1355.013,939.665,415.348,12185.728,10952.55,1233.178,2498.667
E09000016,Havering,2021,263377.447,3450.418,2567.395,1355.013,947.429,407.584,12262.832,11007.732,1255.1,2545.708
E09000016,Havering,2022,265925.032,3439.548,2537.407,1355.013,953.005,402.008,12329.129,11085.694,1243.435,2547.585
E09000016,Havering,2023,268474.846,3436.883,2513.05,1355.013,957.209,397.804,12392.9,11164.724,1228.176,2549.814
E09000016,Havering,2024,271029.073,3445.122,2499.152,1355.013,962.439,392.574,12463.099,11247.416,1215.683,2554.228
E09000016,Havering,2025,273593.132,3453.413,2496.878,1355.013,967.308,387.705,12545.603,11325.785,1219.818,2564.059
E09000016,Havering,2026,276147.955,3462.34,2493.039,1355.013,973.343,381.67,12632.569,11428.717,1203.852,2554.823
E09000016,Havering,2027,278704.062,3472.997,2499.176,1355.013,978.154,376.859,12724.257,11518.831,1205.427,2556.106
E09000016,Havering,2028,281272.304,3486.228,2506.133,1355.013,984.284,370.729,12820.562,11603.143,1217.419,2568.242
E09000016,Havering,2029,283849.538,3504.858,2518.14,1355.013,992.33,362.682,12916.005,11688.171,1227.834,2577.235
E09000016,Havering,2030,286416.107,3529.403,2536.09,1355.013,1000.694,354.319,13009.503,11790.567,1218.937,2566.568
E09000016,Havering,2031,288979.882,3559.085,2546.468,1355.013,1007.44,347.573,13106.207,11902.622,1203.585,2563.775
E09000016,Havering,2032,291547.86,3594.56,2570.251,1355.013,1015.504,339.509,13200.22,11996.061,1204.16,2567.978
E09000016,Havering,2033,294119.986,3636.079,2600.688,1355.013,1024.578,330.435,13291.058,12084.757,1206.3,2572.126
E09000016,Havering,2034,296677.614,3680.836,2633.588,1355.013,1033.372,321.641,13378.313,12189.573,1188.739,2557.628
E09000016,Havering,2035,299201.761,3728.369,2659.214,1355.013,1042.048,312.965,13459.039,12317.013,1142.026,2524.147
E09000016,Havering,2036,301712.827,3779.677,2696.31,1355.013,1050.741,304.272,13537.826,12414.399,1123.427,2511.067
E09000016,Havering,2037,304207.907,3832.471,2741.425,1355.013,1059.867,295.146,13617.133,12508.245,1108.888,2495.079
E09000016,Havering,2038,306695.45,3885.344,2761.001,1355.013,1068.986,286.027,13691.307,12614.133,1077.174,2487.543
E09000016,Havering,2039,309184.736,3936.588,2773.942,1355.013,1077.783,277.23,13765.366,12715.955,1049.411,2489.286
E09000016,Havering,2040,311679.32,3981.052,2784.809,1355.013,1086.207,268.806,13838.628,12809.092,1029.536,2494.584
E09000016,Havering,2041,314176.232,4019.164,2798.835,1355.013,1094.491,260.521,13914.724,12898.663,1016.061,2496.912
E09000016,Havering,2042,316667.81,4051.988,2815.238,1355.013,1102.408,252.605,13987.88,12985.657,1002.223,2491.578
E09000016,Havering,2043,319139.841,4079.117,2836.495,1355.013,1109.614,245.399,14055.859,13071.85,984.01,2472.031
E09000016,Havering,2044,321575.699,4097.81,2864.358,1355.013,1116.181,238.832,14118.505,13154.93,963.575,2435.859
E09000016,Havering,2045,323973.136,4112.997,2891.943,1355.013,1122.558,232.455,14179.095,13235.168,943.928,2397.437
E09000016,Havering,2046,326328.069,4125.254,2921.483,1355.013,1128.587,226.426,14236.053,13311.318,924.736,2354.933
E09000016,Havering,2047,328631.292,4134.769,2959.298,1355.013,1133.988,221.025,14291.705,13384.977,906.728,2303.223
E09000016,Havering,2048,330880.696,4142.414,2998.594,1355.013,1139.034,215.979,14344.99,13455.386,889.604,2249.404
E09000016,Havering,2049,333079.977,4149.076,3034.503,1355.013,1143.892,211.121,14396.046,13522.459,873.587,2199.281
E09000016,Havering,2050,335228.057,4155.09,3070.24,1355.013,1148.466,206.547,14446.474,13589.79,856.684,2148.081
E09000017,Hillingdon,2011,275369.718,4301,1794,6762.6,2485.882,4276.718,15782.288,15970.02,-187.731,6595.987
E09000017,Hillingdon,2012,279139.23,4459,1832,5082,4074.488,1007.512,17215.692,17105.619,110.074,3744.586
E09000017,Hillingdon,2013,283972.781,4390,1843,4766.368,2160.817,2605.551,16529.987,16826.998,-297.011,4855.54
E09000017,Hillingdon,2014,288868.499,4369,1733,5496.941,2511.223,2985.718,16994.997,17794.997,-800,4821.718
E09000017,Hillingdon,2015,293074.676,4482,2024,5903.012,2621.836,3281.177,17061.025,18677,-1615.976,4123.201
E09000017,Hillingdon,2016,295768.322,4503,1774,5566,3404.353,2161.647,17218.015,19470.998,-2252.983,2637.664
E09000017,Hillingdon,2017,297978.61,4380,1893,5089.008,2520.72,2568.287,19730.006,22614.004,-2883.998,2171.29
E09000017,Hillingdon,2018,299937.964,4319,2086,5474.45,2538.096,2936.354,20005.019,23196,-3190.981,1978.373
E09000017,Hillingdon,2019,303027.49,4320.432,2080.193,5273.238,2710.279,2562.959,17125.37,18839.042,-1713.672,3089.526
E09000017,Hillingdon,2020,305963.798,4325.288,2163.61,5273.238,2718.99,2554.248,17167.495,18947.113,-1779.618,2936.308
E09000017,Hillingdon,2021,308798.749,4294.82,2157.292,5273.238,2728.231,2545.007,17204.028,19051.612,-1847.584,2834.951
E09000017,Hillingdon,2022,311525.876,4266.447,2158.687,5273.238,2737.612,2535.626,17254,19170.258,-1916.258,2727.128
E09000017,Hillingdon,2023,314203.452,4257.047,2159.404,5273.238,2743.963,2529.275,17332.561,19281.903,-1949.342,2677.575
E09000017,Hillingdon,2024,316829.948,4267.598,2168.75,5273.238,2753.423,2519.815,17415.101,19407.267,-1992.166,2626.497
E09000017,Hillingdon,2025,319418.842,4282.747,2180.891,5273.238,2766.978,2506.26,17524.989,19544.212,-2019.223,2588.893
E09000017,Hillingdon,2026,321976.474,4303.64,2196.209,5273.238,2779.102,2494.136,17648.649,19692.583,-2043.934,2557.632
E09000017,Hillingdon,2027,324475.427,4328.216,2214.643,5273.238,2794.856,2478.382,17771.087,19864.089,-2093.003,2498.953
E09000017,Hillingdon,2028,326920.552,4356.709,2232.194,5273.238,2813.368,2459.87,17871.393,20010.654,-2139.26,2445.125
E09000017,Hillingdon,2029,329332.854,4389.68,2254.699,5273.238,2830.733,2442.505,17980.224,20145.407,-2165.183,2412.302
E09000017,Hillingdon,2030,331715.296,4426.818,2273.391,5273.238,2848.83,2424.408,18092.629,20288.023,-2195.393,2382.442
E09000017,Hillingdon,2031,334069.115,4467.181,2292.7,5273.238,2867.476,2405.761,18188.485,20414.909,-2226.423,2353.819
E09000017,Hillingdon,2032,336366.342,4510.62,2323.941,5273.238,2886.251,2386.986,18252.484,20528.923,-2276.439,2297.227
E09000017,Hillingdon,2033,338599.313,4556.934,2350.438,5273.238,2902.806,2370.431,18318.277,20662.234,-2343.957,2232.971
E09000017,Hillingdon,2034,340787.761,4604.753,2385.125,5273.238,2919.319,2353.918,18385.89,20770.988,-2385.098,2188.449
E09000017,Hillingdon,2035,342945.86,4652.395,2416.953,5273.238,2934.053,2339.185,18452.079,20868.607,-2416.528,2158.099
E09000017,Hillingdon,2036,345059.132,4701.276,2446.485,5273.238,2948.014,2325.224,18495.667,20962.41,-2466.743,2113.273
E09000017,Hillingdon,2037,347116.188,4750.004,2492.127,5273.238,2960.865,2312.373,18539.899,21053.094,-2513.195,2057.056
E09000017,Hillingdon,2038,349168.498,4797.918,2521.926,5273.238,2972.019,2301.219,18608.456,21133.357,-2524.901,2052.31
E09000017,Hillingdon,2039,351211.747,4842.624,2545.619,5273.238,2981.874,2291.364,18672.023,21217.144,-2545.121,2043.248
E09000017,Hillingdon,2040,353233.979,4878.61,2571.928,5273.238,2991.422,2281.816,18729.529,21295.795,-2566.266,2022.232
E09000017,Hillingdon,2041,355242.022,4907.162,2594.947,5273.238,2999.819,2273.419,18792.968,21370.558,-2577.591,2008.043
E09000017,Hillingdon,2042,357222.961,4929.694,2620.409,5273.238,3008.038,2265.2,18853.01,21446.556,-2593.546,1980.939
E09000017,Hillingdon,2043,359165.338,4946.485,2651.324,5273.238,3015.943,2257.295,18911.003,21521.081,-2610.078,1942.377
E09000017,Hillingdon,2044,361057.94,4954.6,2681.942,5273.238,3023.53,2249.708,18964.466,21594.232,-2629.765,1892.601
E09000017,Hillingdon,2045,362895.851,4959.71,2715.517,5273.238,3030.887,2242.351,19017.245,21665.879,-2648.633,1837.911
E09000017,Hillingdon,2046,364679.837,4962.582,2749.155,5273.238,3037.736,2235.501,19069.512,21734.453,-2664.941,1783.987
E09000017,Hillingdon,2047,366408.029,4963.762,2782.091,5273.238,3044.384,2228.854,19119.819,21802.153,-2682.334,1728.191
E09000017,Hillingdon,2048,368080.768,4963.848,2814.578,5273.238,3051.279,2221.959,19170.539,21869.029,-2698.49,1672.74
E09000017,Hillingdon,2049,369698.217,4963.701,2847.411,5273.238,3058.151,2215.087,19221.871,21935.799,-2713.928,1617.449
E09000017,Hillingdon,2050,371263.051,4963.766,2878.227,5273.238,3065.078,2208.16,19273.906,22002.771,-2728.865,1564.834
E09000018,Hounslow,2011,254901.132,4469,1435,7278.622,3831.491,3447.132,15719.11,16783.695,-1064.585,5416.547
E09000018,Hounslow,2012,260175.987,4671,1422,6514.187,2538.331,3975.855,15898.184,17837.968,-1939.785,5285.071
E09000018,Hounslow,2013,263351.291,4512,1436,5194.513,2355.21,2839.303,15312.988,18065.001,-2752.012,3163.291
E09000018,Hounslow,2014,265907.032,4344,1354,5735.608,2692.867,3042.741,15676.99,19354.995,-3678.005,2354.736
E09000018,Hounslow,2015,268314.817,4339,1468,6158.175,2435.39,3722.785,15671.012,19665,-3993.988,2599.797
E09000018,Hounslow,2016,269026.841,4400,1428,6294,3484.976,2809.024,15143.002,20162.997,-5019.996,761.028
E09000018,Hounslow,2017,270206.288,4276,1506,5945.191,2481.744,3463.448,17512.012,22403.999,-4891.986,1341.461
E09000018,Hounslow,2018,271680.294,4057,1518,5839.515,2218.509,3621.006,17743.004,22401.998,-4658.994,1501.011
E09000018,Hounslow,2019,274780.919,3975.181,1559.192,6625.381,3032.415,3592.966,16045.066,18953.396,-2908.33,3100.624
E09000018,Hounslow,2020,277697.905,3984.742,1630.837,6625.381,3062.493,3562.889,16085.132,19084.94,-2999.808,2916.986
E09000018,Hounslow,2021,280471.122,3966.865,1637.404,6625.381,3091.744,3533.638,16113.707,19203.588,-3089.881,2773.218
E09000018,Hounslow,2022,283092.36,3954.051,1650.564,6625.381,3116.584,3508.797,16141.324,19332.372,-3191.048,2621.237
E09000018,Hounslow,2023,285588.878,3958.687,1663.551,6625.381,3139.612,3485.769,16172.646,19457.033,-3284.387,2496.518
E09000018,Hounslow,2024,287972.672,3980.877,1677.632,6625.381,3161.956,3463.426,16210.546,19593.422,-3382.876,2383.794
E09000018,Hounslow,2025,290249.033,4005.942,1697.811,6625.381,3184.647,3440.734,16267.23,19739.735,-3472.505,2276.36
E09000018,Hounslow,2026,292444.659,4033.83,1715.832,6625.381,3207.215,3418.166,16333.608,19874.145,-3540.538,2195.626
E09000018,Hounslow,2027,294547.124,4062.552,1739.233,6625.381,3230.241,3395.141,16410.975,20026.97,-3615.995,2102.465
E09000018,Hounslow,2028,296577.506,4093.767,1763.732,6625.381,3254.685,3370.696,16489.993,20160.343,-3670.35,2030.382
E09000018,Hounslow,2029,298554.462,4127.59,1788.708,6625.381,3278.485,3346.897,16575.688,20284.509,-3708.822,1976.957
E09000018,Hounslow,2030,300483.917,4164.134,1809.165,6625.381,3302.224,3323.157,16661.729,20410.401,-3748.671,1929.455
E09000018,Hounslow,2031,302369.527,4202.084,1832.037,6625.381,3325.316,3300.065,16748.353,20532.855,-3784.502,1885.61
E09000018,Hounslow,2032,304220.692,4241.709,1861.913,6625.381,3347.695,3277.686,16827.34,20633.657,-3806.317,1851.165
E09000018,Hounslow,2033,306044.059,4283.171,1888.835,6625.381,3368.464,3256.917,16903.648,20731.533,-3827.885,1823.367
E09000018,Hounslow,2034,307831.651,4324.578,1919.076,6625.381,3386.496,3238.885,16975.667,20832.462,-3856.795,1787.592
E09000018,Hounslow,2035,309588.219,4365.804,1946.563,6625.381,3401.691,3223.69,17043.695,20930.057,-3886.362,1756.569
E09000018,Hounslow,2036,311320.175,4408.023,1979.237,6625.381,3414.137,3211.244,17103.194,21011.268,-3908.074,1731.956
E09000018,Hounslow,2037,313032.131,4449.778,2015.881,6625.381,3424.335,3201.046,17159.146,21082.133,-3922.987,1711.956
E09000018,Hounslow,2038,314733.971,4490.474,2044.056,6625.381,3431.158,3194.223,17216.015,21154.816,-3938.801,1701.84
E09000018,Hounslow,2039,316420.821,4528.161,2070.601,6625.381,3436.183,3189.198,17271.5,21231.407,-3959.908,1686.85
E09000018,Hounslow,2040,318086.549,4558.154,2092.736,6625.381,3440.569,3184.812,17323.561,21308.064,-3984.503,1665.728
E09000018,Hounslow,2041,319730.244,4582.028,2113.819,6625.381,3444.95,3180.431,17375.138,21380.082,-4004.945,1643.695
E09000018,Hounslow,2042,321344.383,4600.945,2136.759,6625.381,3449.335,3176.046,17425.293,21451.386,-4026.093,1614.139
E09000018,Hounslow,2043,322923.855,4615.114,2158.333,6625.381,3453.246,3172.135,17471.337,21520.781,-4049.444,1579.472
E09000018,Hounslow,2044,324455.495,4621.581,2180.808,6625.381,3458.044,3167.337,17510.977,21587.447,-4076.47,1531.64
E09000018,Hounslow,2045,325936.757,4625.852,2203.455,6625.381,3463.254,3162.127,17548.921,21652.184,-4103.263,1481.262
E09000018,Hounslow,2046,327367.215,4628.367,2226.904,6625.381,3468.759,3156.622,17584.404,21712.032,-4127.628,1430.458
E09000018,Hounslow,2047,328745.594,4629.325,2250.874,6625.381,3474.334,3151.047,17618.973,21770.092,-4151.119,1378.379
E09000018,Hounslow,2048,330073.517,4629.466,2274.587,6625.381,3480.278,3145.103,17653.605,21825.664,-4172.06,1327.923
E09000018,Hounslow,2049,331351.276,4629.451,2297.775,6625.381,3486.495,3138.886,17687.792,21880.596,-4192.804,1277.758
E09000018,Hounslow,2050,332580.792,4629.607,2320.157,6625.381,3492.99,3132.392,17722.242,21934.568,-4212.326,1229.516
E09000019,Islington,2011,206257.915,3015,1003,10522.721,5339.806,5182.915,20082.01,20274.385,-192.376,7002.54
E09000019,Islington,2012,210235.386,2945,1035,8452.553,4903.082,3549.471,19863.747,21475.976,-1612.228,3847.243
E09000019,Islington,2013,213924.726,2945,1051,7480,4551.66,2928.34,19542.661,20668.998,-1126.337,3696.003
E09000019,Islington,2014,218816.84,2841,1015,8103.147,3944.033,4159.114,20748.994,21816.002,-1067.008,4918.106
E09000019,Islington,2015,223811.932,2908,1089,8987,4348.908,4638.092,21123.019,22602.999,-1479.98,4977.112
E09000019,Islington,2016,227846.683,2922,1005,8512.062,4190.311,4321.751,20649.006,22654.001,-2004.995,4233.756
E09000019,Islington,2017,230363.994,2979,1094,7712,4830.689,2881.311,22711.998,24959.001,-2247.003,2519.309
E09000019,Islington,2018,233834.697,2871,1172,9248.761,4328.058,4920.703,23020.011,26155,-3134.989,3484.714
E09000019,Islington,2019,235636.698,3096.183,1159.582,8542.524,5391.238,3151.287,21373.313,24659.2,-3285.887,1802.001
E09000019,Islington,2020,237482.72,3135.197,1205.955,8542.524,5382.886,3159.638,21403.736,24646.595,-3242.858,1846.022
E09000019,Islington,2021,239343.856,3143.834,1206.387,8542.524,5379.691,3162.833,21427.285,24666.429,-3239.143,1861.136
E09000019,Islington,2022,241180.341,3148.162,1208.472,8542.524,5379.344,3163.18,21442.117,24708.502,-3266.386,1836.485
E09000019,Islington,2023,242983.505,3159.382,1215.245,8542.524,5381.363,3161.162,21458.937,24761.073,-3302.136,1803.163
E09000019,Islington,2024,244767.022,3178.242,1222.327,8542.524,5390.267,3152.257,21492.954,24817.608,-3324.654,1783.517
E09000019,Islington,2025,246542.29,3195.752,1230.242,8542.524,5400.167,3142.357,21551.601,24884.2,-3332.599,1775.268
E09000019,Islington,2026,248317.096,3212.409,1239.173,8542.524,5413.076,3129.449,21637.179,24965.058,-3327.879,1774.806
E09000019,Islington,2027,250102.48,3227.331,1252.648,8542.524,5431.758,3110.766,21753.678,25053.744,-3300.066,1785.384
E09000019,Islington,2028,251889.37,3242.032,1266.922,8542.524,5453.606,3088.919,21876.184,25153.322,-3277.138,1786.891
E09000019,Islington,2029,253692.112,3256.978,1279.031,8542.524,5478.64,3063.885,22015.633,25254.724,-3239.091,1802.742
E09000019,Islington,2030,255516.042,3271.995,1292.358,8542.524,5507.208,3035.316,22171.021,25362.044,-3191.023,1823.93
E09000019,Islington,2031,257362.164,3287.776,1306.026,8542.524,5535.9,3006.624,22327.871,25470.123,-3142.252,1846.122
E09000019,Islington,2032,259192.167,3304.544,1321.865,8542.524,5565.719,2976.805,22453.563,25583.044,-3129.481,1830.003
E09000019,Islington,2033,260999.235,3323.032,1340.156,8542.524,5594.726,2947.799,22573.299,25696.906,-3123.607,1807.068
E09000019,Islington,2034,262783.063,3343.258,1357.635,8542.524,5621.282,2921.242,22691.167,25814.204,-3123.036,1783.828
E09000019,Islington,2035,264530.224,3365.748,1373.298,8542.524,5645.98,2896.544,22795.048,25936.881,-3141.834,1747.161
E09000019,Islington,2036,266206.981,3392.024,1392.867,8542.524,5670.161,2872.364,22863.627,26058.392,-3194.765,1676.757
E09000019,Islington,2037,267806.186,3421.537,1414.877,8542.524,5690.552,2851.972,22911.204,26170.63,-3259.426,1599.206
E09000019,Islington,2038,269349.392,3453.667,1433.437,8542.524,5708.935,2833.589,22966.541,26277.155,-3310.614,1543.205
E09000019,Islington,2039,270832.988,3486.408,1449.424,8542.524,5725.464,2817.06,23012.987,26383.435,-3370.448,1483.597
E09000019,Islington,2040,272250.468,3515.052,1464.262,8542.524,5739.945,2802.579,23043.876,26479.766,-3435.89,1417.48
E09000019,Islington,2041,273603.58,3540.274,1477.944,8542.524,5753.672,2788.852,23068.248,26566.319,-3498.07,1353.112
E09000019,Islington,2042,274902.413,3562.919,1494.09,8542.524,5765.824,2776.701,23095.609,26642.305,-3546.696,1298.833
E09000019,Islington,2043,276148.259,3582.45,1511.043,8542.524,5777.38,2765.145,23120.218,26710.923,-3590.706,1245.846
E09000019,Islington,2044,277339.917,3593.457,1527.54,8542.524,5788.465,2754.06,23144.982,26773.3,-3628.318,1191.658
E09000019,Islington,2045,278479.275,3601.298,1545.153,8542.524,5799.251,2743.274,23168.418,26828.479,-3660.062,1139.357
E09000019,Islington,2046,279571.094,3606.106,1564.162,8542.524,5809.118,2733.406,23193.546,26877.077,-3683.531,1091.819
E09000019,Islington,2047,280620.846,3608.129,1580.206,8542.524,5818.955,2723.57,23221.308,26923.049,-3701.74,1049.752
E09000019,Islington,2048,281630.272,3607.957,1597.133,8542.524,5828.397,2714.128,23251.576,26967.102,-3715.526,1009.426
E09000019,Islington,2049,282604.387,3606.564,1615.031,8542.524,5837.421,2705.103,23286.376,27008.896,-3722.521,974.115
E09000019,Islington,2050,283548.366,3604.72,1630.803,8542.524,5846.477,2696.048,23325.48,27051.466,-3725.986,943.979
E09000020,Kensington and Chelsea,2011,158238.912,2231,828,5158.112,5890.2,-732.088,10646.039,12684.977,-2038.939,-1368.026
E09000020,Kensington and Chelsea,2012,154917.804,2064,829,4563,6881.109,-2318.109,10303.437,12560.253,-2256.816,-3339.925
E09000020,Kensington and Chelsea,2013,154952.998,1909,809,4560.516,4359.322,201.194,10391.009,11666.999,-1275.99,25.204
E09000020,Kensington and Chelsea,2014,155284.557,1820,732,4955.725,4156.165,799.559,10998.999,12578.998,-1579.998,307.561
E09000020,Kensington and Chelsea,2015,155958.154,1823,776,5254.52,3879.923,1374.597,11055.011,12796,-1740.989,680.608
E09000020,Kensington and Chelsea,2016,153155.164,1764,841,4509,4387.989,121.011,9934.009,13817.997,-3883.988,-2839.977
E09000020,Kensington and Chelsea,2017,152187.155,1711,865,4574.507,3492.517,1081.99,10545.007,13442,-2896.994,-969.003
E09000020,Kensington and Chelsea,2018,152314.653,1625,786,4811.419,3710.921,1100.498,11333.011,13159.002,-1825.99,113.508
E09000020,Kensington and Chelsea,2019,153160.066,1546.588,867.464,5037.38,4377.106,660.274,11064.334,11558.319,-493.985,845.413
E09000020,Kensington and Chelsea,2020,153893.947,1548.075,917.47,5037.38,4408.376,629.003,11101.145,11626.873,-525.728,733.881
E09000020,Kensington and Chelsea,2021,154563.975,1542.923,927.982,5037.38,4434.389,602.99,11118.889,11666.792,-547.903,670.028
E09000020,Kensington and Chelsea,2022,155179.793,1540.379,942.631,5037.38,4453.393,583.987,11135.515,11701.431,-565.916,615.819
E09000020,Kensington and Chelsea,2023,155765.889,1544.095,955.191,5037.38,4461.884,575.496,11161.06,11739.366,-578.305,586.095
E09000020,Kensington and Chelsea,2024,156338.451,1554.311,973.208,5037.38,4467.994,569.385,11188.444,11766.371,-577.927,572.562
E09000020,Kensington and Chelsea,2025,156920.393,1565.702,992.082,5037.38,4473.542,563.838,11232.795,11788.311,-555.516,581.942
E09000020,Kensington and Chelsea,2026,157518.476,1577.717,1010.306,5037.38,4481.448,555.932,11292.491,11817.751,-525.259,598.083
E09000020,Kensington and Chelsea,2027,158133.691,1589.401,1030.915,5037.38,4492.847,544.533,11358.928,11846.731,-487.803,615.216
E09000020,Kensington and Chelsea,2028,158763.813,1600.485,1047.41,5037.38,4507.7,529.68,11427.576,11880.209,-452.633,630.122
E09000020,Kensington and Chelsea,2029,159414.662,1611.222,1066.712,5037.38,4522.853,514.527,11500.032,11908.221,-408.188,650.849
E09000020,Kensington and Chelsea,2030,160087.64,1621.49,1081.974,5037.38,4539.71,497.669,11575.132,11939.339,-364.206,672.978
E09000020,Kensington and Chelsea,2031,160769.881,1631.462,1098.967,5037.38,4556.892,480.487,11641.849,11972.59,-330.742,682.241
E09000020,Kensington and Chelsea,2032,161451.659,1641.759,1116.76,5037.38,4574.159,463.221,11691.584,11998.027,-306.443,681.778
E09000020,Kensington and Chelsea,2033,162131.694,1652.419,1135.874,5037.38,4588.436,448.944,11740.514,12025.968,-285.454,680.035
E09000020,Kensington and Chelsea,2034,162811.821,1663.797,1154.191,5037.38,4599.941,437.439,11789.77,12056.688,-266.918,680.127
E09000020,Kensington and Chelsea,2035,163487.786,1676.036,1170.058,5037.38,4610.554,426.826,11830.241,12087.079,-256.839,675.965
E09000020,Kensington and Chelsea,2036,164145.175,1689.687,1189.496,5037.38,4619.207,418.173,11856.081,12117.056,-260.975,657.389
E09000020,Kensington and Chelsea,2037,164793.568,1704.629,1205.934,5037.38,4625.772,411.608,11878.204,12140.113,-261.909,648.394
